featurizer_id,issue_id,response_latency,cost,clear_isolated_cause,complex_data_formats,component_interactions,config_special_chars,cross_platform,database_specific,encoding_i18n,environment_dependent,localized_fix,math_edge_cases,no_deep_implementation,parsing_regex,reproducible,resource_optimization,simple_edge_case,single_component,standard_patterns,type_coercion,undocumented_assumptions
baseline,sphinx-doc__sphinx-9258,5.548450946807861,0.010010999999999999,True,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True,True,True,False
baseline,sphinx-doc__sphinx-9281,5.462780952453613,0.010287000000000001,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,sphinx-doc__sphinx-9320,6.087839126586914,0.010512,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,sphinx-doc__sphinx-9367,5.495530128479004,0.010065000000000001,True,False,False,False,False,False,False,False,True,False,True,True,True,False,True,True,True,False,False
baseline,sphinx-doc__sphinx-9461,6.383019924163818,0.011412,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True
baseline,sphinx-doc__sphinx-9591,6.1196959018707275,0.011175000000000001,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,sphinx-doc__sphinx-9602,6.046715974807739,0.010782,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
baseline,sphinx-doc__sphinx-9658,6.372041940689087,0.012225,True,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,True
baseline,sphinx-doc__sphinx-9673,6.201166868209839,0.010701,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True
baseline,sphinx-doc__sphinx-9698,5.749216079711914,0.010341,True,False,False,True,False,False,False,False,True,False,True,True,True,False,True,True,True,False,False
baseline,sphinx-doc__sphinx-9711,6.2510693073272705,0.010875,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,True,False
baseline,sympy__sympy-11618,5.316040992736816,0.009801,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,sympy__sympy-12096,5.383293151855469,0.010182,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,True,False,False
baseline,sympy__sympy-12419,5.91512393951416,0.01071,True,False,False,False,False,False,False,False,True,True,True,False,True,False,True,True,True,False,False
baseline,sympy__sympy-12481,5.035023927688599,0.009878999999999999,True,False,False,False,False,False,False,False,True,True,True,False,True,False,True,True,True,False,False
baseline,sympy__sympy-12489,6.054650068283081,0.010449,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True
baseline,sympy__sympy-13031,5.945374965667725,0.01065,True,False,False,False,False,False,False,False,True,True,True,False,True,False,True,True,True,False,False
baseline,sympy__sympy-13091,6.245023965835571,0.011004,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,True,False
baseline,sympy__sympy-13372,6.19921612739563,0.010764,True,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,True
baseline,sympy__sympy-13480,5.222161769866943,0.010083,True,False,False,False,False,False,False,False,True,True,True,False,True,False,True,True,True,False,False
baseline,sympy__sympy-13551,5.602324962615967,0.010263000000000001,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False
baseline,sympy__sympy-13615,5.143736124038696,0.009804,True,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,True,True,True
baseline,sympy__sympy-13647,6.087140798568726,0.01143,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,sympy__sympy-13757,5.411466121673584,0.010125,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,True,False
baseline,sympy__sympy-13798,5.7686378955841064,0.010332000000000001,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,sympy__sympy-13852,6.4636359214782715,0.011529000000000001,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True
baseline,sympy__sympy-13877,6.087331056594849,0.014016,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,True
baseline,sympy__sympy-13878,6.553757905960083,0.012558,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False
baseline,sympy__sympy-13974,5.932996034622192,0.01086,True,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,True
baseline,sympy__sympy-14248,5.825417995452881,0.01023,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,sympy__sympy-14531,5.858468770980835,0.010347,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True
baseline,sympy__sympy-14711,5.843096017837524,0.010524,True,False,False,False,False,False,False,False,True,True,True,False,True,False,True,True,True,True,False
baseline,sympy__sympy-14976,5.674722909927368,0.010395,True,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,True,True,True
baseline,sympy__sympy-15017,5.892043113708496,0.010524,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,sympy__sympy-15345,5.206932067871094,0.009819,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,sympy__sympy-15349,5.484004020690918,0.010362,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False,True,True,False,False
baseline,sympy__sympy-15599,6.1451239585876465,0.011718,True,False,False,False,False,False,False,False,True,True,True,False,True,False,True,True,True,False,False
baseline,sympy__sympy-15809,5.113021373748779,0.009833999999999999,True,False,False,False,False,False,False,False,True,True,True,False,True,False,True,True,True,False,False
baseline,sympy__sympy-15875,5.3917131423950195,0.01005,True,False,False,False,False,False,False,False,True,True,True,False,True,False,True,True,True,False,False
baseline,sympy__sympy-15976,6.192014932632446,0.010878,True,True,False,False,False,False,False,False,True,False,True,True,True,False,True,True,True,False,False
baseline,sympy__sympy-16450,5.98731803894043,0.010542,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,sympy__sympy-16597,5.452434301376343,0.009897,True,False,False,False,False,False,False,False,True,True,True,False,True,False,True,True,True,False,False
baseline,sympy__sympy-16766,5.294682741165161,0.010110000000000001,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,sympy__sympy-16792,5.846244812011719,0.011115,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True
baseline,sympy__sympy-16886,5.217005014419556,0.00972,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,sympy__sympy-17139,6.228118181228638,0.011811,True,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,True,True,True
baseline,sympy__sympy-17318,6.094468116760254,0.012438000000000001,True,False,False,False,False,False,False,False,True,True,True,False,True,False,True,True,True,False,False
baseline,sympy__sympy-17630,5.978442907333374,0.013382999999999999,True,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,True
baseline,sympy__sympy-17655,6.341105937957764,0.01125,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,True
baseline,sympy__sympy-18189,5.740818023681641,0.01059,True,False,False,False,False,False,False,False,True,True,True,False,True,False,True,True,True,False,False
baseline,sympy__sympy-18199,5.385112762451172,0.009894,True,False,False,False,False,False,False,False,True,True,True,False,True,False,True,True,True,False,False
baseline,sympy__sympy-18211,5.516654968261719,0.01029,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,sympy__sympy-18698,5.432995796203613,0.010281,True,False,False,False,False,False,False,False,True,True,True,False,True,False,True,True,True,False,False
baseline,sympy__sympy-18763,5.471958160400391,0.010298999999999999,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,sympy__sympy-19040,5.742315053939819,0.010869,True,False,False,False,False,False,False,False,True,True,True,False,True,False,True,True,True,False,False
baseline,sympy__sympy-19346,5.239366054534912,0.010053,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,sympy__sympy-19495,6.029096364974976,0.011868,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True
baseline,sympy__sympy-19637,5.067125082015991,0.009774,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,sympy__sympy-19783,5.16573691368103,0.009936,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True
baseline,sympy__sympy-19954,5.6619768142700195,0.010593,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,True,False,False
baseline,sympy__sympy-20154,5.577502012252808,0.009951,True,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,True,False,False
baseline,sympy__sympy-20428,6.282626152038574,0.01395,True,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True
baseline,sympy__sympy-20438,6.448961973190308,0.01107,True,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,True
baseline,sympy__sympy-20590,5.3367087841033936,0.010197000000000001,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,True,False,True
baseline,sympy__sympy-20801,6.352312088012695,0.010095,True,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,True
baseline,sympy__sympy-20916,5.249392747879028,0.009828,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False
baseline,sympy__sympy-21379,6.057988166809082,0.011127,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,True,True
baseline,sympy__sympy-21596,6.262207984924316,0.010488,True,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,True
baseline,sympy__sympy-21612,5.798398971557617,0.010386,True,True,False,True,False,False,False,False,True,False,True,True,True,False,True,True,True,False,False
baseline,sympy__sympy-21847,5.663974046707153,0.010533,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,sympy__sympy-21930,6.912426948547363,0.010224,True,False,False,True,False,False,False,False,True,False,True,True,True,False,True,True,True,False,False
baseline,sympy__sympy-22080,5.382544040679932,0.010275,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True
baseline,sympy__sympy-22456,5.261464834213257,0.009813,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,sympy__sympy-22714,6.560754776000977,0.011214,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True
baseline,sympy__sympy-22914,5.551332235336304,0.010185,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,sympy__sympy-23262,5.6450910568237305,0.010518,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,True,False
baseline,sympy__sympy-23413,5.1989991664886475,0.009975000000000001,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,True,False,True
baseline,sympy__sympy-23534,5.585680961608887,0.0102,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,sympy__sympy-23824,6.77023720741272,0.01161,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,sympy__sympy-23950,6.140433073043823,0.01032,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False
baseline,sympy__sympy-24066,5.362783908843994,0.010119,True,False,True,False,False,False,False,False,True,True,False,False,True,False,True,True,True,False,True
baseline,sympy__sympy-24213,5.699085712432861,0.010608,True,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,True
baseline,sympy__sympy-24443,5.807559967041016,0.010245,True,False,False,False,False,False,False,False,True,True,True,False,True,False,True,True,True,False,False
baseline,sympy__sympy-24539,5.796169996261597,0.010356,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,sympy__sympy-24562,5.058273077011108,0.00981,True,False,False,False,False,False,False,False,True,True,True,False,True,False,True,True,True,True,False
baseline,sympy__sympy-24661,5.19756293296814,0.009906,True,False,False,False,False,False,False,False,True,False,True,True,True,False,True,True,True,False,False
